CBSA,new_housing_units_permitted,year
45540,1814,2017
45780,971,2017
45820,335,2017
45940,605,2017
46060,4495,2017
46140,3644,2017
46220,1169,2017
46340,678,2017
46520,1968,2017
46540,347,2017
46660,1089,2017
46700,907,2017
47020,61,2017
47220,88,2017
47260,6182,2017
47300,1314,2017
47380,1007,2017
47460,148,2017
47580,1196,2017
47900,27265,2017
47940,708,2017
48060,141,2017
48140,611,2017
48260,29,2017
48300,629,2017
48540,20,2017
48660,119,2017
48620,2731,2017
48700,137,2017
48900,2762,2017
49020,888,2017
49180,3765,2017
49340,1768,2017
49420,434,2017
49620,838,2017
49660,324,2017
49700,303,2017
49740,1101,2017
10180,357,2018
10420,1210,2018
10500,188,2018
10540,540,2018
10580,2239,2018
10740,2186,2018
10780,305,2018
10900,1246,2018
11020,101,2018
11100,750,2018
11180,626,2018
11260,1259,2018
11460,805,2018
11500,70,2018
11540,987,2018
11700,2805,2018
12020,1069,2018
12060,39441,2018
12100,833,2018
12220,1131,2018
12260,2867,2018
12420,30035,2018
12540,2452,2018
12580,9287,2018
12620,261,2018
12700,1005,2018
12940,3922,2018
12980,54,2018
13020,85,2018
13140,1404,2018
13220,86,2018
13380,1464,2018
13460,1983,2018
13740,1476,2018
13780,315,2018
13820,3025,2018
13900,533,2018
13980,566,2018
14010,220,2018
14020,417,2018
14100,194,2018
14260,8917,2018
14460,14183,2018
14500,2954,2018
14540,2199,2018
14740,1149,2018
14860,1097,2018
15180,1487,2018
15260,652,2018
15380,1453,2018
15500,1419,2018
15540,1164,2018
15680,931,2018
15940,528,2018
15980,9721,2018
16020,816,2018
16060,238,2018
16180,310,2018
16220,174,2018
16300,959,2018
16540,423,2018
16580,1506,2018
16620,106,2018
16700,7002,2018
16740,26209,2018
16820,1615,2018
16860,2227,2018
16940,539,2018
16980,17681,2018
17020,703,2018
17140,6076,2018
17300,1803,2018
17420,676,2018
17460,2981,2018
17660,2210,2018
17780,1856,2018
17820,5734,2018
17860,557,2018
17900,4952,2018
17980,1004,2018
18020,170,2018
18140,9440,2018
18580,1727,2018
18700,622,2018
18880,2385,2018
19060,67,2018
19100,63893,2018
19140,321,2018
19180,65,2018
19300,3047,2018
19340,559,2018
19380,1577,2018
19460,152,2018
19500,37,2018
19660,3859,2018
19740,21729,2018
19780,4923,2018
19820,7163,2018
20020,414,2018
20100,1459,2018
20220,322,2018
20260,736,2018
20500,5416,2018
20700,186,2018
20740,762,2018
20940,400,2018
21340,2416,2018
21060,458,2018
21140,351,2018
21300,186,2018
21420,43,2018
21500,305,2018
21660,1389,2018
21780,596,2018
21820,13,2018
22020,2313,2018
22140,71,2018
22180,819,2018
22220,5570,2018
22380,665,2018
22420,630,2018
22500,562,2018
22520,335,2018
22540,275,2018
22660,2944,2018
22900,598,2018
23060,1884,2018
23420,2929,2018
23460,104,2018
23540,1569,2018
23580,1778,2018
23900,224,2018
24020,227,2018
24140,275,2018
24220,355,2018
24260,205,2018
24300,830,2018
24340,3854,2018
24420,227,2018
24500,144,2018
24540,4107,2018
24580,1201,2018
24660,2224,2018
24780,1150,2018
24860,6430,2018
25060,2159,2018
25180,1393,2018
25220,1322,2018
25260,352,2018
25420,2013,2018
25500,483,2018
25540,1587,2018
25620,106,2018
25860,1336,2018
25940,2336,2018
25980,398,2018
26140,884,2018
26300,91,2018
26380,505,2018
26420,57288,2018
26580,260,2018
26620,2941,2018
26820,1037,2018
26900,8894,2018
26980,1367,2018
27060,805,2018
27100,172,2018
27140,1341,2018
27180,280,2018
27260,15450,2018
27340,1036,2018
27500,340,2018
27620,249,2018
27740,635,2018
27780,66,2018
27860,843,2018
27900,640,2018
27980,838,2018
28020,579,2018
28100,157,2018
28140,10268,2018
28420,1901,2018
28660,2460,2018
28700,556,2018
28740,252,2018
28940,4413,2018
29020,349,2018
29100,594,2018
29180,1687,2018
29200,1818,2018
29340,1391,2018
29420,1018,2018
29460,5331,2018
29540,1251,2018
29620,825,2018
29700,1375,2018
29740,965,2018
29820,12044,2018
29940,823,2018
30020,68,2018
30140,299,2018
30300,120,2018
30340,300,2018
30460,2772,2018
30620,86,2018
30700,1804,2018
30780,2174,2018
30860,1211,2018
30980,259,2018
31020,318,2018
31080,29524,2018
31140,5513,2018
31180,1481,2018
31340,430,2018
31420,397,2018
31460,503,2018
31540,3652,2018
31700,1406,2018
31740,241,2018
31860,487,2018
31900,80,2018
32580,4642,2018
32780,933,2018
32820,4492,2018
32900,630,2018
33100,19553,2018
33140,140,2018
33220,88,2018
33260,1227,2018
33340,3769,2018
33460,18206,2018
33540,689,2018
33660,783,2018
33700,759,2018
33740,490,2018
33780,492,2018
33860,654,2018
34060,266,2018
34100,302,2018
34580,585,2018
34620,52,2018
34740,233,2018
34820,7446,2018
34900,269,2018
34940,4386,2018
34980,19159,2018
35100,389,2018
35300,1166,2018
35380,3864,2018
35620,49692,2018
35660,302,2018
35840,10289,2018
35980,666,2018
36100,2817,2018
36140,643,2018
36220,740,2018
36260,3672,2018
36420,5730,2018
36500,1750,2018
36540,4788,2018
36740,28882,2018
36780,378,2018
36980,258,2018
37100,1204,2018
37340,2958,2018
37460,1668,2018
37620,125,2018
37860,2568,2018
37900,334,2018
37980,13156,2018
38060,31343,2018
38220,30,2018
38300,4037,2018
38340,262,2018
38540,404,2018
38940,3970,2018
38860,2624,2018
38900,14180,2018
39140,2079,2018
39300,1963,2018
39340,6841,2018
39380,479,2018
39460,2068,2018
39540,379,2018
39580,15950,2018
39660,834,2018
39740,600,2018
39820,306,2018
39900,4450,2018
40060,6061,2018
40140,14809,2018
40220,515,2018
40340,1816,2018
40380,2206,2018
40420,265,2018
40580,235,2018
40660,210,2018
40900,7873,2018
40980,333,2018
41420,1684,2018
41500,732,2018
41540,3642,2018
41620,8750,2018
41660,262,2018
41700,11497,2018
41740,9834,2018
41860,17421,2018
41940,8744,2018
42020,1050,2018
42100,426,2018
42140,273,2018
42200,928,2018
42220,3279,2018
42340,3158,2018
42540,553,2018
42660,28186,2018
42680,1372,2018
42700,271,2018
43100,191,2018
43300,757,2018
43340,1219,2018
43420,227,2018
43580,468,2018
43620,2388,2018
43780,738,2018
43900,2685,2018
44060,3174,2018
44100,506,2018
44140,659,2018
44180,1953,2018
44220,68,2018
41060,770,2018
41100,2889,2018
41140,93,2018
41180,7338,2018
44300,328,2018
44420,317,2018
44700,3280,2018
44940,279,2018
45060,738,2018
45220,3201,2018
45300,17452,2018
45460,130,2018
45500,191,2018
45540,2076,2018
45780,1096,2018
45820,356,2018
45940,501,2018
46060,4404,2018
46140,3412,2018
46220,1047,2018
46340,660,2018
46520,2410,2018
46540,275,2018
46660,1126,2018
46700,990,2018
47020,70,2018
47220,74,2018
47260,5604,2018
47300,1528,2018
47380,850,2018
47460,225,2018
47580,1378,2018
47900,25757,2018
47940,335,2018
48060,138,2018
48140,308,2018
48260,26,2018
48300,807,2018
48540,116,2018
48660,320,2018
48620,1958,2018
48700,140,2018
48900,2450,2018
49020,934,2018
49180,3499,2018
49340,1769,2018
49420,578,2018
49620,916,2018
49660,374,2018
49700,476,2018
49740,1015,2018
10180,370,2019
10420,945,2019
10500,402,2019
10540,716,2019
10580,1870,2019
10740,2148,2019
10780,333,2019
10900,1345,2019
11020,111,2019
11100,584,2019
11180,549,2019
11260,1163,2019
11460,815,2019
11500,105,2019
11540,577,2019
11700,3254,2019
12020,1591,2019
12060,32836,2019
12100,957,2019
12220,2091,2019
12260,3201,2019
12420,32037,2019
12540,2261,2019
12580,6967,2019
12620,266,2019
12700,513,2019
12940,3622,2019
12980,56,2019
13020,83,2019
13140,1363,2019
13220,77,2019
13380,1821,2019
13460,2028,2019
13740,1154,2019
13780,351,2019
13820,3202,2019
13900,631,2019
13980,632,2019
14010,192,2019
14020,762,2019
14100,111,2019
14260,10632,2019
14460,15088,2019
14500,1650,2019
14540,762,2019
14740,1117,2019
14860,2326,2019
15180,1817,2019
15260,460,2019
15380,1693,2019
15500,1407,2019
15540,867,2019
15680,689,2019
15940,624,2019
15980,9105,2019
16020,795,2019
16060,182,2019
16180,248,2019
16220,177,2019
16300,814,2019
16540,293,2019
16580,1175,2019
16620,318,2019
16700,6695,2019
16740,24637,2019
16820,1375,2019
16860,2697,2019
16940,432,2019
16980,18085,2019
17020,1426,2019
17140,6023,2019
17300,2657,2019
17420,755,2019
17460,3032,2019
17660,2526,2019
17780,1480,2019
17820,5508,2019
17860,799,2019
17900,4424,2019
17980,1097,2019
18020,189,2019
18140,8090,2019
18580,1815,2019
18700,542,2019
18880,3544,2019
19060,105,2019
19100,62708,2019
19140,326,2019
19180,12,2019
19300,3150,2019
19340,801,2019
19430,1231,2019
19460,177,2019
19500,35,2019
19660,4753,2019
19740,19308,2019
19780,5269,2019
19820,7813,2019
20020,423,2019
20100,1340,2019
20220,262,2019
20260,1032,2019
20500,5795,2019
20700,176,2019
20740,745,2019
20940,398,2019
21340,3066,2019
21060,491,2019
21140,350,2019
21300,220,2019
21420,26,2019
21500,161,2019
21660,1071,2019
21780,930,2019
21820,22,2019
22020,1425,2019
22140,89,2019
22180,1839,2019
22220,6905,2019
22380,728,2019
22420,576,2019
22500,1129,2019
22520,281,2019
22540,255,2019
22660,2490,2019
22900,609,2019
23060,1956,2019
23420,3393,2019
23460,71,2019
23540,2567,2019
23580,1479,2019
23900,220,2019
24020,241,2019
24140,323,2019
24220,195,2019
24260,177,2019
24300,818,2019
24340,4155,2019
24420,231,2019
24500,134,2019
24540,4387,2019
24580,1130,2019
24660,2423,2019
24780,1030,2019
24860,6563,2019
25060,2256,2019
25180,1565,2019
25220,988,2019
25260,409,2019
25420,2018,2019
25500,361,2019
25540,1263,2019
25620,138,2019
25860,1308,2019
25940,2886,2019
25980,959,2019
26140,865,2019
26300,118,2019
26380,521,2019
26420,63672,2019
26580,253,2019
26620,3566,2019
26820,1096,2019
26900,9721,2019
26980,1152,2019
27060,823,2019
27100,386,2019
27140,1371,2019
27180,450,2019
27260,14687,2019
27340,1331,2019
27500,644,2019
27620,270,2019
27740,718,2019
27780,54,2019
27860,889,2019
27900,704,2019
27980,657,2019
28020,642,2019
28100,85,2019
28140,9347,2019
28420,2141,2019
28660,2579,2019
28700,597,2019
28740,389,2019
28940,3947,2019
29020,239,2019
29100,541,2019
29180,1666,2019
29200,1350,2019
29340,1386,2019
29420,1111,2019
29460,8726,2019
29540,1496,2019
29620,1026,2019
29700,1602,2019
29740,978,2019
29820,13903,2019
29940,455,2019
30020,67,2019
30140,322,2019
30300,181,2019
30340,228,2019
30460,2246,2019
30620,191,2019
30700,2098,2019
30780,3005,2019
30860,1679,2019
30980,276,2019
31020,351,2019
31080,30554,2019
31140,5766,2019
31180,2254,2019
31340,582,2019
31420,420,2019
31460,644,2019
31540,3343,2019
31700,1252,2019
31740,336,2019
31860,237,2019
31900,61,2019
32580,5370,2019
32780,921,2019
32820,3674,2019
32900,948,2019
33100,20688,2019
33140,115,2019
33220,114,2019
33260,1306,2019
33340,2419,2019
33460,22414,2019
33540,664,2019
33660,746,2019
33700,699,2019
33740,516,2019
33780,323,2019
33860,775,2019
34060,34,2019
34100,454,2019
34580,518,2019
34620,58,2019
34740,339,2019
34820,7840,2019
34900,749,2019
34940,3991,2019
34980,22702,2019
35100,552,2019
35300,1453,2019
35380,4026,2019
35620,61168,2019
35660,206,2019
35840,10009,2019
35980,537,2019
36100,2367,2019
36140,863,2019
36220,1782,2019
36260,3895,2019
36420,6557,2019
36500,1713,2019
36540,4100,2019
36740,24470,2019
36780,334,2019
36980,325,2019
37100,1146,2019
37340,4202,2019
37460,1795,2019
37620,142,2019
37860,3222,2019
37900,308,2019
37980,15607,2019
38060,35873,2019
38220,43,2019
38300,3984,2019
38340,276,2019
38540,315,2019
38940,4277,2019
38860,2875,2019
38900,16815,2019
39100,1913,2019
39150,2180,2019
39300,2048,2019
39340,6947,2019
39380,488,2019
39460,2329,2019
39540,322,2019
39580,13320,2019
39660,722,2019
39740,628,2019
39820,544,2019
39900,5263,2019
40060,8340,2019
40140,14599,2019
40220,702,2019
40340,1111,2019
40380,2021,2019
40420,300,2019
40580,232,2019
40660,263,2019
40900,9431,2019
40980,248,2019
41420,2036,2019
41500,480,2019
41540,4074,2019
41620,10680,2019
41660,283,2019
41700,15895,2019
41740,8216,2019
41860,13881,2019
41940,6230,2019
42020,1094,2019
42100,429,2019
42140,589,2019
42200,1175,2019
42220,2429,2019
42340,2591,2019
42540,528,2019
42660,26599,2019
42680,1459,2019
42700,253,2019
43100,186,2019
43300,998,2019
43340,1040,2019
43420,254,2019
43580,579,2019
43620,2119,2019
43780,428,2019
43900,2599,2019
44060,3300,2019
44100,329,2019
44140,794,2019
44180,1621,2019
44220,76,2019
41060,718,2019
41100,3557,2019
41140,220,2019
41180,7054,2019
44300,441,2019
44420,654,2019
44700,3499,2019
44940,407,2019
45060,757,2019
45220,2345,2019
45300,23540,2019
45460,87,2019
45500,82,2019
45540,2928,2019
45780,1414,2019
45820,322,2019
45940,538,2019
46060,4313,2019
46140,4306,2019
46220,1474,2019
46300,835,2019
46340,657,2019
46520,2279,2019
46540,352,2019
46660,1276,2019
46700,1089,2019
47020,201,2019
47220,132,2019
47260,5908,2019
47300,1872,2019
47380,1222,2019
47460,190,2019
47580,1282,2019
47900,26804,2019
47940,489,2019
48060,138,2019
48140,579,2019
48260,25,2019
48300,955,2019
48540,12,2019
48660,189,2019
48620,2126,2019
48700,78,2019
48900,3575,2019
49020,896,2019
49180,3334,2019
49340,1917,2019
49420,1043,2019
49620,1313,2019
49660,330,2019
49700,678,2019
49740,1206,2019
10180,663,2020
10420,914,2020
10500,367,2020
10540,796,2020
10580,2046,2020
10740,2014,2020
10780,313,2020
10900,1688,2020
11020,96,2020
11100,1022,2020
11180,270,2020
11260,1030,2020
11460,1065,2020
11500,102,2020
11540,1311,2020
11700,3432,2020
12020,1218,2020
12060,32346,2020
12100,667,2020
12220,2221,2020
12260,3556,2020
12420,42264,2020
12540,2502,2020
12580,8094,2020
12620,337,2020
12700,592,2020
12940,3780,2020
12980,90,2020
13020,135,2020
13140,1753,2020
13220,75,2020
13380,1382,2020
13460,2338,2020
13740,1435,2020
13780,446,2020
13820,3845,2020
13900,715,2020
13980,1748,2020
14010,265,2020
14020,650,2020
14100,90,2020
14260,9762,2020
14460,14248,2020
14500,1634,2020
14540,978,2020
14740,1285,2020
14860,1862,2020
15180,1904,2020
15260,542,2020
15380,1444,2020
15500,1784,2020
15540,1103,2020
15680,555,2020
15940,690,2020
15980,10673,2020
16020,141,2020
16060,183,2020
16180,263,2020
16220,208,2020
16300,644,2020
16540,330,2020
16580,1547,2020
16620,336,2020
16700,8604,2020
16740,26548,2020
16820,1673,2020
16860,3061,2020
16940,550,2020
16980,14995,2020
17020,1837,2020
17140,7297,2020
17300,3805,2020
17420,713,2020
17460,3374,2020
17660,2929,2020
17780,2103,2020
17820,6932,2020
17860,934,2020
17900,4872,2020
17980,1828,2020
18020,169,2020
18140,12358,2020
18580,1923,2020
18700,302,2020
18880,2755,2020
19060,94,2020
19100,60812,2020
19140,445,2020
19180,7,2020
19300,3614,2020
19340,582,2020
19430,1699,2020
19460,224,2020
19500,31,2020
19660,6443,2020
19740,19732,2020
19780,6508,2020
19820,7165,2020
20020,488,2020
20100,2136,2020
20220,277,2020
20260,565,2020
20500,5505,2020
20700,212,2020
20740,992,2020
20940,480,2020
21340,2562,2020
21060,762,2020
21140,488,2020
21300,184,2020
21420,23,2020
21500,201,2020
21660,1391,2020
21780,1121,2020
21820,19,2020
22020,1976,2020
22140,98,2020
22180,1960,2020
22220,6365,2020
22380,941,2020
22420,485,2020
22500,764,2020
22520,296,2020
22540,148,2020
22660,2565,2020
22900,655,2020
23060,1786,2020
23420,3130,2020
23460,113,2020
23540,2080,2020
23580,1706,2020
23900,226,2020
24020,306,2020
24140,414,2020
24220,488,2020
24260,271,2020
24300,1004,2020
24340,3436,2020
24420,316,2020
24500,151,2020
24540,4185,2020
24580,1433,2020
24660,3147,2020
24780,719,2020
24860,8734,2020
25060,3021,2020
25180,1742,2020
25220,1577,2020
25260,306,2020
25420,1460,2020
25500,596,2020
25540,1399,2020
25620,144,2020
25860,1567,2020
25940,2977,2020
25980,721,2020
26140,927,2020
26300,88,2020
26380,547,2020
26420,70540,2020
26580,254,2020
26620,4341,2020
26820,1173,2020
26900,10998,2020
26980,1019,2020
27060,329,2020
27100,159,2020
27140,1178,2020
27180,475,2020
27260,17246,2020
27340,1435,2020
27500,671,2020
27620,253,2020
27740,1051,2020
27780,59,2020
27860,1058,2020
27900,973,2020
27980,526,2020
28020,496,2020
28100,93,2020
28140,10728,2020
28420,1965,2020
28660,3629,2020
28700,734,2020
28740,265,2020
28940,5396,2020
29020,162,2020
29100,379,2020
29180,2550,2020
29200,1397,2020
29340,1230,2020
29420,1403,2020
29460,9492,2020
29540,1338,2020
29620,1100,2020
29700,1447,2020
29740,1109,2020
29820,14100,2020
29940,414,2020
30020,103,2020
30140,434,2020
30300,260,2020
30340,275,2020
30460,2330,2020
30620,175,2020
30700,2038,2020
30780,3081,2020
30860,1701,2020
30980,387,2020
31020,346,2020
31080,26930,2020
31140,4551,2020
31180,3857,2020
31340,920,2020
31420,522,2020
31460,852,2020
31540,5268,2020
31700,868,2020
31740,405,2020
31860,450,2020
31900,205,2020
32580,4894,2020
32780,886,2020
32820,4797,2020
32900,1019,2020
33100,21758,2020
33140,120,2020
33220,123,2020
33260,1292,2020
33340,2698,2020
33460,22341,2020
33540,789,2020
33660,937,2020
33700,552,2020
33740,466,2020
33780,367,2020
33860,979,2020
34060,25,2020
34100,548,2020
34580,561,2020
34620,171,2020
34740,268,2020
34820,9139,2020
34900,770,2020
34940,4473,2020
34980,27158,2020
35100,735,2020
35300,1373,2020
35380,4348,2020
35620,54835,2020
35660,260,2020
35840,9489,2020
35980,456,2020
36100,3827,2020
36140,675,2020
36220,1188,2020
36260,5462,2020
36420,7431,2020
36500,1161,2020
36540,5473,2020
36740,24499,2020
36780,554,2020
36980,348,2020
37100,1501,2020
37340,4739,2020
37460,2846,2020
37620,83,2020
37860,4391,2020
37900,272,2020
37980,16201,2020
38060,48219,2020
38220,73,2020
38300,4824,2020
38340,211,2020
38540,772,2020
38940,5238,2020
38860,2855,2020
38900,13446,2020
39100,1696,2020
39150,1891,2020
39300,2068,2020
39340,7967,2020
39380,579,2020
39460,2933,2020
39540,224,2020
39580,16958,2020
39660,1320,2020
39740,515,2020
39820,393,2020
39900,4504,2020
40060,8190,2020
40140,15232,2020
40220,769,2020
40340,906,2020
40380,2242,2020
40420,192,2020
40580,339,2020
40660,282,2020
40900,11164,2020
40980,245,2020
41420,2008,2020
41500,753,2020
41540,5108,2020
41620,11033,2020
41660,686,2020
41700,16697,2020
41740,9472,2020
41860,10156,2020
41940,5851,2020
42020,911,2020
42100,244,2020
42140,577,2020
42200,1027,2020
42220,1395,2020
42340,3026,2020
42540,584,2020
42660,23039,2020
42680,1162,2020
42700,384,2020
43100,365,2020
43300,1181,2020
43340,1000,2020
43420,337,2020
43580,779,2020
43620,3550,2020
43780,555,2020
43900,2876,2020
44060,3362,2020
44100,335,2020
44140,760,2020
44180,2213,2020
44220,139,2020
41060,615,2020
41100,3314,2020
41140,256,2020
41180,7863,2020
44300,380,2020
44420,501,2020
44700,3914,2020
44940,408,2020
45060,777,2020
45220,2445,2020
45300,20348,2020
45460,140,2020
45500,96,2020
45540,3698,2020
45780,1557,2020
45820,544,2020
45940,832,2020
46060,4958,2020
46140,4924,2020
46220,1269,2020
46300,1053,2020
46340,828,2020
46520,1621,2020
46540,414,2020
46660,1366,2020
46700,1733,2020
47020,132,2020
47220,179,2020
47260,6951,2020
47300,1575,2020
47380,1214,2020
47460,154,2020
47580,1307,2020
47900,25166,2020
47940,351,2020
48060,129,2020
48140,532,2020
48260,30,2020
48300,991,2020
48540,55,2020
48660,238,2020
48620,2024,2020
48700,52,2020
48900,3857,2020
49020,798,2020
49180,4216,2020
49340,1830,2020
49420,575,2020
49620,1204,2020
49660,324,2020
49700,586,2020
49740,1290,2020
10180,883,2021
10420,1215,2021
10500,224,2021
10540,620,2021
10580,2697,2021
10740,4021,2021
10780,289,2021
10900,2606,2021
11020,94,2021
11100,736,2021
11180,394,2021
11260,1183,2021
11460,916,2021
11500,68,2021
11540,1429,2021
11700,4238,2021
12020,1848,2021
12060,39466,2021
12100,804,2021
12220,1851,2021
12260,4280,2021
12420,50907,2021
12540,2293,2021
12580,7834,2021
12620,368,2021
12700,672,2021
12940,4460,2021
12980,108,2021
13020,74,2021
13140,1585,2021
13220,103,2021
13380,1871,2021
13460,2737,2021
13740,979,2021
13780,499,2021
13820,3984,2021
13900,792,2021
13980,386,2021
14010,283,2021
14020,2086,2021
14100,159,2021
14260,12196,2021
14460,16602,2021
14500,1237,2021
14540,2137,2021
14740,2285,2021
14860,1292,2021
15180,2052,2021
15260,723,2021
15380,1553,2021
15500,2294,2021
15540,1049,2021
15680,359,2021
15940,953,2021
15980,13394,2021
16020,177,2021
16060,99,2021
16180,307,2021
16220,275,2021
16300,898,2021
16540,382,2021
16580,616,2021
16620,260,2021
16700,8282,2021
16740,30126,2021
16820,1427,2021
16860,3673,2021
16940,737,2021
16980,18511,2021
17020,2050,2021
17140,8429,2021
17300,4112,2021
17420,790,2021
17460,3340,2021
17660,2426,2021
17780,2300,2021
17820,9335,2021
17860,1029,2021
17900,6881,2021
17980,1133,2021
18020,231,2021
18140,12062,2021
18580,2575,2021
18700,284,2021
18880,3892,2021
19060,69,2021
19100,78705,2021
19140,732,2021
19180,6,2021
19300,3705,2021
19340,629,2021
19430,2039,2021
19460,226,2021
19500,33,2021
19660,8214,2021
19740,30006,2021
19780,6969,2021
19820,8598,2021
20020,494,2021
20100,1873,2021
20220,537,2021
20260,708,2021
20500,5900,2021
20700,370,2021
20740,1279,2021
20940,555,2021
21340,2989,2021
21060,526,2021
21140,458,2021
21300,138,2021
21420,35,2021
21500,217,2021
21660,2136,2021
21780,1349,2021
21820,36,2021
22020,2289,2021
22140,97,2021
22180,2307,2021
22220,7120,2021
22380,1051,2021
22420,510,2021
22500,766,2021
22520,359,2021
22540,235,2021
22660,3221,2021
22900,662,2021
23060,1978,2021
23420,3902,2021
23460,188,2021
23540,2743,2021
23580,2249,2021
23900,438,2021
24020,384,2021
24140,482,2021
24220,227,2021
24260,305,2021
24300,1231,2021
24340,3705,2021
24420,333,2021
24500,272,2021
24540,5268,2021
24580,1408,2021
24660,3964,2021
24780,1275,2021
24860,10604,2021
25060,2769,2021
25180,1768,2021
25220,1508,2021
25260,508,2021
25420,1542,2021
25500,655,2021
25540,1508,2021
25620,153,2021
25860,1880,2021
25940,3698,2021
25980,837,2021
26140,1983,2021
26300,330,2021
26380,587,2021
26420,69263,2021
26580,305,2021
26620,6172,2021
26820,1478,2021
26900,13451,2021
26980,1167,2021
27060,644,2021
27100,176,2021
27140,1416,2021
27180,537,2021
27260,22738,2021
27340,1597,2021
27500,617,2021
27620,246,2021
27740,819,2021
27780,62,2021
27860,1147,2021
27900,991,2021
27980,880,2021
28020,419,2021
28100,140,2021
28140,11254,2021
28420,2149,2021
28660,4312,2021
28700,679,2021
28740,342,2021
28940,5990,2021
29020,190,2021
29100,694,2021
29180,3044,2021
29200,1212,2021
29340,1064,2021
29420,1637,2021
29460,13071,2021
29540,1039,2021
29620,1016,2021
29700,1684,2021
29740,1338,2021
29820,16307,2021
29940,518,2021
30020,117,2021
30140,507,2021
30300,127,2021
30340,221,2021
30460,2943,2021
30620,226,2021
30700,2607,2021
30780,3635,2021
30860,1309,2021
30980,579,2021
31020,348,2021
31080,31151,2021
31140,5508,2021
31180,3404,2021
31340,692,2021
31420,563,2021
31460,1066,2021
31540,7194,2021
31700,1342,2021
31740,278,2021
31860,480,2021
31900,115,2021
32580,6055,2021
32780,1142,2021
32820,5205,2021
32900,1017,2021
33100,25313,2021
33140,138,2021
33220,159,2021
33260,872,2021
33340,2929,2021
33460,26077,2021
33540,1798,2021
33660,1022,2021
33700,811,2021
33740,620,2021
33780,265,2021
33860,1014,2021
34060,21,2021
34100,993,2021
34580,914,2021
34620,113,2021
34740,328,2021
34820,12219,2021
34900,1204,2021
34940,6766,2021
34980,32191,2021
35100,406,2021
35300,983,2021
35380,5282,2021
35620,56661,2021
35660,331,2021
35840,15924,2021
35980,456,2021
36100,6229,2021
36140,917,2021
36220,1406,2021
36260,7482,2021
36420,8080,2021
36500,2054,2021
36540,6382,2021
36740,30618,2021
36780,948,2021
36980,398,2021
37100,1477,2021
37340,5174,2021
37460,2610,2021
37620,109,2021
37860,4051,2021
37900,379,2021
37980,36307,2021
38060,50581,2021
38220,46,2021
38300,5223,2021
38340,193,2021
38540,510,2021
38940,8403,2021
38860,3712,2021
38900,15023,2021
39100,2282,2021
39150,2481,2021
39300,2258,2021
39340,11175,2021
39380,742,2021
39460,4830,2021
39540,245,2021
39580,21649,2021
39660,1562,2021
39740,493,2021
39820,368,2021
39900,5337,2021
40060,9547,2021
40140,15606,2021
40220,869,2021
40340,1135,2021
40380,1774,2021
40420,280,2021
40580,640,2021
40660,204,2021
40900,12434,2021
40980,195,2021
41420,2154,2021
41500,882,2021
41540,5552,2021
41620,11642,2021
41660,333,2021
41700,22264,2021
41740,10048,2021
41860,13606,2021
41940,4529,2021
42020,1120,2021
42100,598,2021
42140,840,2021
42200,1152,2021
42220,2618,2021
42340,3227,2021
42540,644,2021
42660,30743,2021
42680,1592,2021
42700,644,2021
43100,268,2021
43300,1048,2021
43340,1136,2021
43420,434,2021
43580,457,2021
43620,3986,2021
43780,492,2021
43900,3614,2021
44060,3415,2021
44100,332,2021
44140,745,2021
44180,2638,2021
44220,199,2021
41060,624,2021
41100,3484,2021
41140,108,2021
41180,8326,2021
44300,654,2021
44420,413,2021
44700,4389,2021
44940,472,2021
45060,693,2021
45220,2905,2021
45300,24831,2021
45460,170,2021
45500,259,2021
45540,4611,2021
45780,1210,2021
45820,717,2021
45940,544,2021
46060,6284,2021
46140,4920,2021
46220,1496,2021
46300,1068,2021
46340,912,2021
46520,1438,2021
46540,456,2021
46660,1535,2021
46700,1378,2021
47020,391,2021
47220,185,2021
47260,7377,2021
47300,1510,2021
47380,1107,2021
47460,261,2021
47580,1534,2021
47900,27414,2021
47940,205,2021
48060,161,2021
48140,680,2021
48260,34,2021
48300,1000,2021
48540,96,2021
48660,191,2021
48620,2384,2021
48700,56,2021
48900,4418,2021
49020,1022,2021
49180,4206,2021
49340,2053,2021
49420,1103,2021
49620,1316,2021
49660,400,2021
49700,981,2021
49740,1291,2021
10180,799,2022
10420,3047,2022
10500,202,2022
10540,327,2022
10580,2635,2022
10740,2852,2022
10780,353,2022
10900,2232,2022
11020,123,2022
11100,982,2022
11180,328,2022
11260,213,2022
11460,656,2022
11500,78,2022
11540,767,2022
11700,3531,2022
12020,2345,2022
12060,48501,2022
12100,762,2022
12220,2192,2022
12260,4190,2022
12420,42362,2022
12540,2688,2022
12580,6588,2022
12620,415,2022
12700,887,2022
12940,3770,2022
12980,95,2022
13020,67,2022
13140,1368,2022
13220,104,2022
13380,1614,2022
13460,2113,2022
13740,1202,2022
13780,445,2022
13820,4147,2022
13900,610,2022
13980,500,2022
14010,437,2022
14020,563,2022
14100,135,2022
14260,10475,2022
14460,13595,2022
14500,1642,2022
14540,1636,2022
14740,1701,2022
14860,1831,2022
15180,2506,2022
15260,1568,2022
15380,1591,2022
15500,1949,2022
15540,1124,2022
15680,238,2022
15940,810,2022
15980,13621,2022
16020,94,2022
16060,150,2022
16180,272,2022
16220,208,2022
16300,947,2022
16540,410,2022
16580,920,2022
16620,160,2022
16700,9491,2022
16740,27212,2022
16820,1500,2022
16860,3081,2022
16940,1163,2022
16980,17635,2022
17020,1853,2022
