eventid,eventtype,start_year,start_month,start_day,end_year,end_month,end_day,eventagency,borough,category,subcategoryname,zipcode,zip_count_by_year,zip_count_by_month,zip_count_total
148254,Shooting Permit,2014,3,26,2014,3,27,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10017,169,16,1426
148252,Shooting Permit,2014,3,26,2014,3,27,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10028,63,9,493
148252,Shooting Permit,2014,3,26,2014,3,27,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10075,49,4,502
148239,Shooting Permit,2014,3,25,2014,3,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Reality,10003,304,30,2429
148239,Shooting Permit,2014,3,25,2014,3,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Reality,10018,152,13,1314
148239,Shooting Permit,2014,3,25,2014,3,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Reality,10019,341,30,2785
148239,Shooting Permit,2014,3,25,2014,3,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Reality,10022,196,22,1662
148218,Shooting Permit,2014,3,25,2014,3,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10020,64,6,652
148218,Shooting Permit,2014,3,25,2014,3,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10112,27,4,184
148208,Shooting Permit,2014,3,27,2014,3,27,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Pilot,11201,308,23,2701
148208,Shooting Permit,2014,3,27,2014,3,27,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Pilot,11231,158,23,1296
148204,Shooting Permit,2014,3,27,2014,3,27,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Commercial,Commercial,11220,30,1,370
148204,Shooting Permit,2014,3,27,2014,3,27,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Commercial,Commercial,11231,158,23,1296
148204,Shooting Permit,2014,3,27,2014,3,27,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Commercial,Commercial,11232,38,2,655
148195,Shooting Permit,2014,3,26,2014,3,27,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11101,775,88,7113
148192,Shooting Permit,2014,3,28,2014,3,28,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10002,220,17,2217
148190,Shooting Permit,2014,3,28,2014,3,28,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,960,65,9543
148189,Shooting Permit,2014,3,30,2014,3,30,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Short,10012,245,22,2300
148184,Shooting Permit,2014,3,26,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,960,65,9543
148183,Shooting Permit,2014,3,29,2014,3,29,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Short,10012,245,22,2300
148172,Shooting Permit,2014,4,23,2014,4,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Theater,Theater,10019,341,38,2785
148156,Shooting Permit,2014,3,26,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11101,775,88,7113
148155,Shooting Permit,2014,3,25,2014,3,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Reality,10003,304,30,2429
148155,Shooting Permit,2014,3,25,2014,3,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Reality,10011,398,26,3256
148155,Shooting Permit,2014,3,25,2014,3,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Reality,10036,490,38,4309
148154,Shooting Permit,2014,3,27,2014,3,27,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10012,245,22,2300
148154,Shooting Permit,2014,3,27,2014,3,27,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,11222,960,65,9543
148141,Shooting Permit,2014,3,26,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10010,139,14,1336
148141,Shooting Permit,2014,3,26,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10016,132,12,1155
148137,Shooting Permit,2014,3,25,2014,3,25,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Commercial,Commercial,10001,292,21,2283
148137,Shooting Permit,2014,3,25,2014,3,25,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Commercial,Commercial,11201,308,23,2701
148135,Shooting Permit,2014,3,27,2014,3,27,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10007,89,10,841
148131,Shooting Permit,2014,3,26,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Pilot,11201,308,23,2701
148127,Shooting Permit,2014,3,26,2014,3,31,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-other,10001,292,21,2283
148127,Shooting Permit,2014,3,26,2014,3,31,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-other,10121,47,6,128
148121,Shooting Permit,2014,3,26,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10017,169,16,1426
148121,Shooting Permit,2014,3,26,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10019,341,30,2785
148121,Shooting Permit,2014,3,26,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10020,64,6,652
148121,Shooting Permit,2014,3,26,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10022,196,22,1662
148121,Shooting Permit,2014,3,26,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10036,490,38,4309
148121,Shooting Permit,2014,3,26,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10111,26,2,115
148121,Shooting Permit,2014,3,26,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10112,27,4,184
148042,Shooting Permit,2014,3,26,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Not Applicable,10003,304,30,2429
147986,Shooting Permit,2014,3,26,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10028,63,9,493
147986,Shooting Permit,2014,3,26,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10128,61,10,491
147970,Shooting Permit,2014,3,27,2014,3,27,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Film,Feature,11231,158,23,1296
147969,Shooting Permit,2014,3,26,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Film,Feature,11231,158,23,1296
147958,Shooting Permit,2014,3,28,2014,3,28,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Pilot,11101,775,88,7113
147938,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Commercial,Commercial,11205,153,16,1052
147938,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Commercial,Commercial,11215,97,7,917
147938,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Commercial,Commercial,11217,150,5,1450
147938,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Commercial,Commercial,11238,99,3,833
147928,Shooting Permit,2014,3,27,2014,3,27,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Film,Not Applicable,11101,775,88,7113
147910,Shooting Permit,2014,3,23,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10010,139,14,1336
147910,Shooting Permit,2014,3,23,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10019,341,30,2785
147910,Shooting Permit,2014,3,23,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10020,64,6,652
147910,Shooting Permit,2014,3,23,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10112,27,4,184
147909,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10004,79,11,710
147909,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10005,87,13,852
147909,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10028,63,9,493
147909,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10029,77,11,629
147909,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10035,37,6,252
147909,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10038,93,12,1086
147909,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10128,61,10,491
147906,Shooting Permit,2014,3,26,2014,3,27,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Pilot,11101,775,88,7113
147882,Shooting Permit,2014,3,25,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Pilot,11213,4,1,143
147882,Shooting Permit,2014,3,25,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Pilot,11231,158,23,1296
147870,Shooting Permit,2014,3,27,2014,3,27,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Pilot,11101,775,88,7113
147863,Shooting Permit,2014,3,27,2014,3,28,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Pilot,11101,775,88,7113
147861,Shooting Permit,2014,3,25,2014,3,25,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11101,775,88,7113
147860,Shooting Permit,2014,3,26,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Pilot,11215,97,7,917
147840,Shooting Permit,2014,3,25,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Bronx,Television,Pilot,10471,13,5,149
147840,Shooting Permit,2014,3,25,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Bronx,Television,Pilot,11101,775,88,7113
147828,Shooting Permit,2014,3,27,2014,3,27,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Still Photography,Not Applicable,10014,280,15,2233
147828,Shooting Permit,2014,3,27,2014,3,27,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Still Photography,Not Applicable,10019,341,30,2785
147828,Shooting Permit,2014,3,27,2014,3,27,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Still Photography,Not Applicable,10023,199,13,1593
147824,Shooting Permit,2014,3,27,2014,3,27,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Commercial,Commercial,11363,31,5,173
147813,Shooting Permit,2014,3,26,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Still Photography,Not Applicable,10023,199,13,1593
147812,Shooting Permit,2014,3,25,2014,3,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Still Photography,Not Applicable,10019,341,30,2785
147794,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,960,65,9543
147789,Shooting Permit,2014,5,6,2014,5,9,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-other,10019,341,29,2785
147789,Shooting Permit,2014,5,6,2014,5,9,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-other,10020,64,8,652
147753,Shooting Permit,2014,3,27,2014,3,27,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10027,113,11,1159
147729,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10007,89,10,841
147723,Shooting Permit,2014,3,26,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,960,65,9543
147718,Shooting Permit,2014,3,25,2014,3,25,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,960,65,9543
147717,Shooting Permit,2014,3,25,2014,3,25,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11101,775,88,7113
147689,Shooting Permit,2014,4,10,2014,4,10,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Cable-episodic,11211,224,16,1811
147689,Shooting Permit,2014,4,10,2014,4,10,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Cable-episodic,11222,960,73,9543
147684,Shooting Permit,2014,3,25,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10003,304,30,2429
147684,Shooting Permit,2014,3,25,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10011,398,26,3256
147680,Shooting Permit,2014,3,26,2014,3,27,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10022,196,22,1662
147674,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10012,245,22,2300
147674,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10013,279,13,3065
147674,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10036,490,38,4309
147657,Shooting Permit,2014,3,25,2014,3,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10027,113,11,1159
147646,Shooting Permit,2014,3,26,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Pilot,11217,150,5,1450
147646,Shooting Permit,2014,3,26,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Pilot,11231,158,23,1296
147638,Shooting Permit,2014,3,22,2014,3,23,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10010,139,14,1336
147627,Shooting Permit,2014,3,30,2014,3,31,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Promo,10011,398,26,3256
147626,Shooting Permit,2014,3,29,2014,3,30,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Promo,10011,398,26,3256
147612,Shooting Permit,2014,3,26,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10017,169,16,1426
147612,Shooting Permit,2014,3,26,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10022,196,22,1662
147603,Shooting Permit,2014,3,25,2014,3,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10034,13,1,131
147603,Shooting Permit,2014,3,25,2014,3,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10471,13,5,149
147600,Shooting Permit,2014,3,26,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11101,775,88,7113
147588,Shooting Permit,2014,3,29,2014,3,30,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Special/Awards Show,10065,107,8,1046
147572,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10016,132,12,1155
147569,Shooting Permit,2014,3,25,2014,3,25,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Pilot,11218,72,4,546
147563,Shooting Permit,2014,3,21,2014,3,21,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Cable-daily,10036,490,38,4309
147558,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Reality,10003,304,30,2429
147558,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Reality,10018,152,13,1314
147558,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Reality,10019,341,30,2785
147558,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Reality,10020,64,6,652
147558,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Reality,10022,196,22,1662
147558,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Reality,10036,490,38,4309
147558,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Reality,10111,26,2,115
147558,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Reality,10112,27,4,184
147545,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Pilot,11378,64,5,503
147536,Shooting Permit,2014,3,23,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Music Video,Signed Artist,10018,152,13,1314
147536,Shooting Permit,2014,3,23,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Music Video,Signed Artist,10036,490,38,4309
147514,Shooting Permit,2014,3,27,2014,3,27,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Pilot,11101,775,88,7113
147493,Shooting Permit,2014,3,23,2014,3,23,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10007,89,10,841
147493,Shooting Permit,2014,3,23,2014,3,23,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,11231,158,23,1296
147492,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10002,220,17,2217
147492,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10003,304,30,2429
147492,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10012,245,22,2300
147480,Shooting Permit,2014,3,21,2014,3,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10025,77,13,742
147480,Shooting Permit,2014,3,21,2014,3,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10027,113,11,1159
147466,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11101,775,88,7113
147464,Shooting Permit,2014,3,23,2014,3,23,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10007,89,10,841
147464,Shooting Permit,2014,3,23,2014,3,23,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10013,279,13,3065
147462,Shooting Permit,2014,3,23,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Reality,10017,169,16,1426
147460,Shooting Permit,2014,3,23,2014,3,23,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10019,341,30,2785
147460,Shooting Permit,2014,3,23,2014,3,23,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Commercial,10036,490,38,4309
147459,Shooting Permit,2014,3,22,2014,3,23,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Reality,10017,169,16,1426
147455,Shooting Permit,2014,3,25,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Bronx,Television,Episodic series,10457,16,1,146
147455,Shooting Permit,2014,3,25,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Bronx,Television,Episodic series,10458,24,1,171
147448,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Pilot,11218,72,4,546
147447,Shooting Permit,2014,3,22,2014,3,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10007,89,10,841
147447,Shooting Permit,2014,3,22,2014,3,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10013,279,13,3065
147384,Shooting Permit,2014,3,21,2014,3,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10028,63,9,493
147384,Shooting Permit,2014,3,21,2014,3,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10065,107,8,1046
147361,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10002,220,17,2217
147352,Shooting Permit,2014,3,22,2014,3,22,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11231,158,23,1296
147351,Shooting Permit,2014,3,21,2014,3,22,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Pilot,11101,775,88,7113
147351,Shooting Permit,2014,3,21,2014,3,22,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Pilot,11222,960,65,9543
147340,Shooting Permit,2014,3,21,2014,3,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10019,341,30,2785
147340,Shooting Permit,2014,3,21,2014,3,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10023,199,13,1593
147338,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Pilot,11106,177,6,1877
147322,Shooting Permit,2014,3,26,2014,3,26,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,960,65,9543
147321,Shooting Permit,2014,3,25,2014,3,25,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,960,65,9543
147319,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11101,775,88,7113
147319,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11222,960,65,9543
147312,Shooting Permit,2014,3,22,2014,3,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Industrial/Corporate,10018,152,13,1314
147308,Shooting Permit,2014,3,25,2014,3,25,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11101,775,88,7113
147308,Shooting Permit,2014,3,25,2014,3,25,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11222,960,65,9543
147293,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10003,304,30,2429
147292,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11101,775,88,7113
147289,Shooting Permit,2014,3,21,2014,3,21,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Not Applicable,10003,304,30,2429
147289,Shooting Permit,2014,3,21,2014,3,21,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Not Applicable,11354,11,3,107
147289,Shooting Permit,2014,3,21,2014,3,21,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Not Applicable,11427,3,1,34
147286,Shooting Permit,2014,3,21,2014,3,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10013,279,13,3065
147282,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11222,960,65,9543
147280,Shooting Permit,2014,3,21,2014,3,21,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Commercial,Industrial/Corporate,10018,152,13,1314
147271,Shooting Permit,2014,3,21,2014,3,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,10012,245,22,2300
147271,Shooting Permit,2014,3,21,2014,3,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,11201,308,23,2701
147271,Shooting Permit,2014,3,21,2014,3,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Film,Feature,11211,224,7,1811
147254,Shooting Permit,2014,3,25,2014,3,25,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Pilot,11101,775,88,7113
147231,Shooting Permit,2014,3,21,2014,3,22,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11101,775,88,7113
147231,Shooting Permit,2014,3,21,2014,3,22,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11378,64,5,503
147230,Shooting Permit,2014,3,21,2014,3,22,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11415,36,2,343
147230,Shooting Permit,2014,3,21,2014,3,22,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Episodic series,11418,20,1,183
147217,Shooting Permit,2014,3,20,2014,3,21,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10013,279,13,3065
147210,Shooting Permit,2014,3,21,2014,3,21,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Pilot,11106,177,6,1877
147206,Shooting Permit,2014,3,24,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Pilot,10023,199,13,1593
147204,Shooting Permit,2014,3,22,2014,3,22,"Mayor's Office of Film, Theatre & Broadcasting",Bronx,Television,Reality,10474,45,2,263
147201,Shooting Permit,2014,3,25,2014,3,25,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Morning Show,10036,490,38,4309
147168,Shooting Permit,2014,3,20,2014,3,20,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Still Photography,Not Applicable,11222,960,65,9543
147115,Shooting Permit,2014,3,21,2014,3,24,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Theater,Theater,10019,341,30,2785
147109,Shooting Permit,2014,3,21,2014,3,21,"Mayor's Office of Film, Theatre & Broadcasting",Queens,Television,Pilot,11101,775,88,7113
147104,Shooting Permit,2014,3,21,2014,3,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10003,304,30,2429
147104,Shooting Permit,2014,3,21,2014,3,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10005,87,13,852
147104,Shooting Permit,2014,3,21,2014,3,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10012,245,22,2300
147104,Shooting Permit,2014,3,21,2014,3,22,"Mayor's Office of Film, Theatre & Broadcasting",Manhattan,Television,Episodic series,10038,93,12,1086
147089,Shooting Permit,2014,4,7,2014,4,7,"Mayor's Office of Film, Theatre & Broadcasting",Bronx,Television,Talk Show,10451,27,2,266
147089,Shooting Permit,2014,4,7,2014,4,7,"Mayor's Office of Film, Theatre & Broadcasting",Bronx,Television,Talk Show,10452,14,3,193
147080,Shooting Permit,2014,3,21,2014,3,22,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Episodic series,11231,158,23,1296
147076,Shooting Permit,2014,3,19,2014,3,20,"Mayor's Office of Film, Theatre & Broadcasting",Brooklyn,Television,Pilot,11231,158,23,1296
